0.000000	0.342020	0.642788	0.866025	0.984808	0.984808	0.866025	0.642788	0.342020	0.000000
0.000000	0.342588	0.643161	0.866160	0.984686	0.984445	0.865466	0.642098	0.341285	0.000000
0.000000	0.343155	0.643534	0.866293	0.984564	0.984082	0.864906	0.641409	0.340552	0.000000
0.000000	0.343721	0.643907	0.866426	0.984442	0.983719	0.864346	0.640719	0.339821	0.000000
0.000000	0.344285	0.644279	0.866559	0.984319	0.983356	0.863785	0.640030	0.339092	0.000000
0.000000	0.344849	0.644650	0.866691	0.984195	0.982992	0.863225	0.639340	0.338366	0.000000
0.000000	0.345411	0.645021	0.866822	0.984072	0.982627	0.862664	0.638651	0.337642	0.000000
0.000000	0.345972	0.645392	0.866953	0.983947	0.982263	0.862103	0.637961	0.336920	0.000000
0.000000	0.346532	0.645761	0.867084	0.983822	0.981898	0.861542	0.637272	0.336200	0.000000
0.000000	0.347090	0.646131	0.867213	0.983697	0.981533	0.860981	0.636582	0.335483	0.000000
0.000000	0.347648	0.646500	0.867343	0.983571	0.981167	0.860419	0.635893	0.334768	0.000000
0.000000	0.348205	0.646868	0.867472	0.983445	0.980801	0.859857	0.635204	0.334055	0.000000
0.000000	0.348760	0.647236	0.867600	0.983318	0.980434	0.859296	0.634515	0.333344	0.000000
0.000000	0.349314	0.647603	0.867728	0.983191	0.980068	0.858734	0.633826	0.332635	0.000000
0.000000	0.349867	0.647969	0.867855	0.983064	0.979701	0.858171	0.633136	0.331929	0.000000
0.000000	0.350419	0.648335	0.867981	0.982936	0.979333	0.857609	0.632447	0.331225	0.000000
0.000000	0.350970	0.648701	0.868107	0.982807	0.978965	0.857046	0.631759	0.330523	0.000000
0.000000	0.351520	0.649066	0.868233	0.982678	0.978597	0.856483	0.631070	0.329823	0.000000
0.000000	0.352068	0.649430	0.868358	0.982548	0.978229	0.855920	0.630381	0.329125	0.000000
0.000000	0.352616	0.649794	0.868483	0.982418	0.977860	0.855357	0.629692	0.328429	0.000000
0.000000	0.353162	0.650158	0.868607	0.982288	0.977491	0.854794	0.629004	0.327735	0.000000
0.000000	0.353707	0.650521	0.868730	0.982157	0.977121	0.854230	0.628316	0.327044	0.000000
0.000000	0.354252	0.650883	0.868853	0.982026	0.976751	0.853667	0.627627	0.326355	0.000000
0.000000	0.354795	0.651245	0.868976	0.981894	0.976381	0.853103	0.626939	0.325667	0.000000
0.000000	0.355337	0.651606	0.869097	0.981761	0.976011	0.852539	0.626251	0.324982	0.000000
0.000000	0.355877	0.651966	0.869219	0.981629	0.975640	0.851974	0.625563	0.324299	0.000000
